mode,script,time_sec
incr,beginner-01.sh,26.734
incr,beginner-02.sh,27.351
incr,beginner-03.sh,2.916
incr,beginner-04.sh,1.737
incr,beginner-05.sh,1.762
incr,beginner-06.sh,1.732
incr,beginner-07.sh,1.749
incr,beginner-08.sh,1.871
incr,beginner-09.sh,1.929
incr,beginner-10.sh,3.09
incr,beginner-11.sh,2.695
incr,beginner-12.sh,2.671
incr,beginner-13.sh,1.893
incr,beginner-14.sh,1.845
