mode,script,time_sec
incr,spell-1.sh,6.077
incr,spell-2.sh,59.627
incr,spell-3.sh,3.214
incr,spell-4.sh,3.466
incr,spell-5.sh,96.454
incr,spell-6.sh,2.513
incr,spell-7.sh,4.913
