mode,script,time_sec
bash,1.sh,32.755
bash,2.sh,36.896
bash,3.sh,45.184
bash,4.sh,17.111
bash,5.sh,6.057
incr,1.sh,24.702
incr,2.sh,3.541
incr,3.sh,27.721
incr,4.sh,5.463
incr,5.sh,6.457
