mode,script,time_sec
bash,1.sh,0.062
incr,1.sh,0.219
incr-observe,1.sh,0.278
bash,2.sh,0.143
incr,2.sh,0.164
incr-observe,2.sh,0.209
bash,3.sh,0.083
incr,3.sh,0.311
incr-observe,3.sh,0.34
bash,4.sh,0.025
incr,4.sh,0.151
incr-observe,4.sh,0.133
bash,5.sh,0.035
incr,5.sh,0.272
incr-observe,5.sh,0.165
