mode,script,time_sec
bash,7.sh,0.157
incr,7.sh,0.526
incr-observe,7.sh,0.245
bash,8.sh,0.126
incr,8.sh,0.259
incr-observe,8.sh,0.307
bash,9.sh,0.084
incr,9.sh,0.245
incr-observe,9.sh,0.221
bash,10.sh,0.204
incr,10.sh,0.278
incr-observe,10.sh,0.357
bash,11.sh,0.217
incr,11.sh,0.341
incr-observe,11.sh,0.358
bash,12.sh,0.623
incr,12.sh,0.73
incr-observe,12.sh,0.665
