mode,script,time_sec
bash,1.sh,0.065
bash,2.sh,0.143
bash,3.sh,0.159
bash,4.sh,0.02
bash,5.sh,0.054
incr,1.sh,2.105
incr,2.sh,1.551
incr,3.sh,1.98
incr,4.sh,1.513
incr,5.sh,0.712
