mode,script,time_sec
bash,dpt_seq_1.sh,54.704
bash,dpt_seq_2.sh,62.406
bash,dpt_seq_3.sh,62.238
incr,dpt_seq_1.sh,72.255
incr,dpt_seq_2.sh,19.854
incr,dpt_seq_3.sh,1.27
