mode,script,time_sec
bash,temp-analytics-1.sh,9.622
bash,temp-analytics-2.sh,20.13
bash,temp-analytics-3.sh,22.672
incr,temp-analytics-1.sh,6.603
incr,temp-analytics-2.sh,5.262
incr,temp-analytics-3.sh,5.63
