mode,script,time_sec
bash,image-annotation-1.sh,66.565
bash,image-annotation-2.sh,65.931
bash,image-annotation-3.sh,66.192
bash,image-annotation-4.sh,64.858
bash,image-annotation-5.sh,64.735
bash,image-annotation-6.sh,64.41
incr,image-annotation-1.sh,182.145
incr,image-annotation-2.sh,4.267
incr,image-annotation-3.sh,4.38
incr,image-annotation-4.sh,4.497
incr,image-annotation-5.sh,2.088
incr,image-annotation-6.sh,2.066
