mode,script,time_sec
bash,dpt_1.sh,323.238
bash,dpt_1_1.sh,315.244
bash,dpt_2.sh,321.404
bash,dpt_3.sh,648.452
bash,dpt_4.sh,643.652
incr,dpt_1.sh,412.973
incr,dpt_1_1.sh,407.134
incr,dpt_2.sh,1.485
incr,dpt_3.sh,393.467
incr,dpt_4.sh,5.79
