mode,script,time_sec
bash,dpt_1.sh,319.426
bash,dpt_2.sh,318.094
bash,dpt_3a.sh,318.253
bash,dpt_3b.sh,319.85
bash,dpt_4.sh,641.663
bash,dpt_5a.sh,647.527
bash,dpt_5b.sh,643.768
bash,dpt_5c.sh,639.154
bash,dpt_5d.sh,637.173
bash,dpt_5e.sh,644.371
incr,dpt_1.sh,496.349
incr,dpt_2.sh,487.858
incr,dpt_3a.sh,1.463
incr,dpt_3b.sh,0.721
incr,dpt_4.sh,452.501
incr,dpt_5a.sh,6.034
incr,dpt_5b.sh,5.601
incr,dpt_5c.sh,2.015
incr,dpt_5d.sh,2.196
incr,dpt_5e.sh,2.074
