mode,script,time_sec
bash,7.sh,9.853
bash,8.sh,3.886
bash,9.sh,4.234
bash,10.sh,23.126
bash,11.sh,25.088
bash,12.sh,109.765
incr,7.sh,11.068
incr,8.sh,4.829
incr,9.sh,3.911
incr,10.sh,11.673
incr,11.sh,15.178
incr,12.sh,69.311
