mode,script,time_sec
bash,dpt_1.sh,321.902
bash,dpt_1_1.sh,317.317
bash,dpt_2.sh,319.3
bash,dpt_3.sh,645.801
bash,dpt_4.sh,649.669
incr,dpt_1.sh,413.449
incr,dpt_1_1.sh,410.597
incr,dpt_2.sh,1.528
incr,dpt_3.sh,391.444
incr,dpt_4.sh,6.011
